id,system,prediction,reference,correct,ref_length,pred_length
57270064f1498d1400e8f204,rag_bm25,Russia's cosmology,colour,0.0,1,2
57270064f1498d1400e8f204,rag_dense,I don't know,colour,0.0,1,3
57270064f1498d1400e8f204,rag_hybrid,Uranus,colour,0.0,1,1
5731cb92e99e3014001e628c,llm,I don't know.,governmentally composed prayers for religious services,0.0,6,3
5731cb92e99e3014001e628c,rag_bm25,Roman Catholicism,governmentally composed prayers for religious services,0.0,6,2
5731cb92e99e3014001e628c,rag_dense,"British, was intended to appease the latter but led to considerable outrage in the Thirteen Colonies, whose inhabitants were eager to acquire native lands.",governmentally composed prayers for religious services,0.0,6,24
5731cb92e99e3014001e628c,rag_hybrid,John Smyth,governmentally composed prayers for religious services,0.0,6,2
57094ba9efce8f15003a7dcf,llm,a syringe,a rock salt,0.0,3,2
57094ba9efce8f15003a7dcf,rag_bm25,Mozilla Foundation,a rock salt,0.0,3,2
57094ba9efce8f15003a7dcf,rag_dense,Mars,a rock salt,0.0,3,1
57094ba9efce8f15003a7dcf,rag_hybrid,is a hazard,a rock salt,0.0,3,3
5725e0fb89a1e219009ac01c,llm,1897,1830,0.0,1,1
5725e0fb89a1e219009ac01c,rag_bm25,[3],1830,0.0,1,1
5725e0fb89a1e219009ac01c,rag_dense,Pope Leo XIII,1830,0.0,1,3
5725e0fb89a1e219009ac01c,rag_hybrid,[3],1830,0.0,1,1
570c27686b8089140040fb9b,llm,civil rights,communist ties,0.0,2,2
570c27686b8089140040fb9b,rag_bm25,"British MI5 and Russian FSB, FBI is primarily a domestic agency, maintaining 56 field offices in major cities throughout the United States, and more than 400 resident agencies in lesser cities and areas across the nation.",communist ties,0.0,2,36
570c27686b8089140040fb9b,rag_dense,communist ties,communist ties,1.0,2,2
570c27686b8089140040fb9b,rag_hybrid,[3],communist ties,0.0,2,1
5726a91c5951b619008f7962,llm,festival,Glastonbury also gives its name to an annual open-air rock festival held in nearby Pilton,0.0,15,1
5726a91c5951b619008f7962,rag_bm25,be objectionable,Glastonbury also gives its name to an annual open-air rock festival held in nearby Pilton,0.0,15,2
5726a91c5951b619008f7962,rag_dense,[3],Glastonbury also gives its name to an annual open-air rock festival held in nearby Pilton,0.0,15,1
5726a91c5951b619008f7962,rag_hybrid,"Cara Cusumano stated in April 2014: ""Piracy is less about people not wanting to pay and more about just wanting the immediacy – people saying, 'I want to watch Spiderman right now' and downloading it"".",Glastonbury also gives its name to an annual open-air rock festival held in nearby Pilton,0.0,15,35
572ee58003f9891900756ad4,llm,China was not isolated,the early Ming dynasty,0.0,4,4
572ee58003f9891900756ad4,rag_bm25,"Frossard was a savage, he had a savage, savage, and savage, savage, and savage, savage, and savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, savage, sa",the early Ming dynasty,0.0,4,32
572ee58003f9891900756ad4,rag_dense,China,the early Ming dynasty,0.0,4,1
572ee58003f9891900756ad4,rag_hybrid,I don't know,the early Ming dynasty,0.0,4,3
5726776df1498d1400e8e0a6,llm,Russia,Persia and Turkey,0.0,3,1
5726776df1498d1400e8e0a6,rag_bm25,The language has not undergone the deliberate highlighting of minor linguistic differences in the name of nationalism.,Persia and Turkey,0.0,3,17
5726776df1498d1400e8e0a6,rag_dense,The Russian Civil War ended,Persia and Turkey,0.0,3,5
5726776df1498d1400e8e0a6,rag_hybrid,Allied forces,Persia and Turkey,0.0,3,2
5706125975f01819005e7942,llm,newspaper,Atlases,0.0,1,1
5706125975f01819005e7942,rag_bm25,[3],Atlases,0.0,1,1
5706125975f01819005e7942,rag_dense,[3],Atlases,0.0,1,1
5706125975f01819005e7942,rag_hybrid,[4],Atlases,0.0,1,1
57318e5ea5e9cc1400cdc077,llm,2,twenty-nine,0.0,1,1
57318e5ea5e9cc1400cdc077,rag_bm25,Greek and Arabic texts,twenty-nine,0.0,1,4
57318e5ea5e9cc1400cdc077,rag_dense,Greek and Arabic texts,twenty-nine,0.0,1,4
57318e5ea5e9cc1400cdc077,rag_hybrid,Greek and Arabic texts,twenty-nine,0.0,1,4
572eb7eddfa6aa1500f8d30b,llm,Because they were a part of the United States.,"Many Venezuelans settled in the United States with hopes of receiving a better education, only to remain in there following graduation.",0.0,21,9
572eb7eddfa6aa1500f8d30b,rag_bm25,[3],"Many Venezuelans settled in the United States with hopes of receiving a better education, only to remain in there following graduation.",0.0,21,1
572eb7eddfa6aa1500f8d30b,rag_dense,[2],"Many Venezuelans settled in the United States with hopes of receiving a better education, only to remain in there following graduation.",0.0,21,1
572eb7eddfa6aa1500f8d30b,rag_hybrid,[3],"Many Venezuelans settled in the United States with hopes of receiving a better education, only to remain in there following graduation.",0.0,21,1
5728ad892ca10214002da5a6,llm,a sex,the same species,0.0,3,2
5728ad892ca10214002da5a6,rag_bm25,I don't know,the same species,0.0,3,3
5728ad892ca10214002da5a6,rag_dense,[3],the same species,0.0,3,1
5728ad892ca10214002da5a6,rag_hybrid,"Identities do not define people, people define identities. Everything changes from moment to moment, and to think of anything as having an ""enduring essence"" misses the fact that ""all things flow"", though it is often a useful way of speaking.",the same species,0.0,3,40
56cf34c5aab44d1400b88e4d,llm,American,Irish,0.0,1,1
56cf34c5aab44d1400b88e4d,rag_bm25,United States,Irish,0.0,1,2
56cf34c5aab44d1400b88e4d,rag_dense,[3],Irish,0.0,1,1
56cf34c5aab44d1400b88e4d,rag_hybrid,"There was no clear record of the number of Venezuelans who emigrated to the United States. Between the 18th and early 19th centuries, there were many European immigrants who went to Venezuela, only to later migrate to the United States along with their children and grandchildren who born and/or grew up in Venezuela speaking Spanish",Irish,0.0,1,55
5727c05eff5b5019007d9449,llm,Toronto Bluejays,American League,0.0,2,2
5727c05eff5b5019007d9449,rag_bm25,"2015–16 UEFA Europa League season, however, UEFA will not allow the runners-up to qualify for the Europa League through the competition.",American League,0.0,2,21
5727c05eff5b5019007d9449,rag_dense,New York,American League,0.0,2,2
5727c05eff5b5019007d9449,rag_hybrid,"New York has been described as the ""Capital of Baseball"". There have been 35 Major League Baseball World Series and 73 pennants won by New York teams.",American League,0.0,2,27
57323937e99e3014001e65ac,llm,I don't know.,in consultation with other party colleagues,0.0,6,3
57323937e99e3014001e65ac,rag_bm25,[2],in consultation with other party colleagues,0.0,6,1
57323937e99e3014001e65ac,rag_dense,[1],in consultation with other party colleagues,0.0,6,1
57323937e99e3014001e65ac,rag_hybrid,[1],in consultation with other party colleagues,0.0,6,1
571a72404faf5e1900b8a9aa,llm,Europe,shtetls,0.0,1,1
571a72404faf5e1900b8a9aa,rag_bm25,German Army was able to escape from the incorporation,shtetls,0.0,1,9
571a72404faf5e1900b8a9aa,rag_dense,Jewish),shtetls,0.0,1,1
571a72404faf5e1900b8a9aa,rag_hybrid,Germans to join the French Resistance,shtetls,0.0,1,6
5723eae00dadf01500fa1f9f,llm,I don't know.,Balmoral Castle,0.0,2,3
5723eae00dadf01500fa1f9f,rag_bm25,Victoria,Balmoral Castle,0.0,2,1
5723eae00dadf01500fa1f9f,rag_dense,[3],Balmoral Castle,0.0,2,1
5723eae00dadf01500fa1f9f,rag_hybrid,[3],Balmoral Castle,0.0,2,1
57311ee005b4da19006bcdbb,llm,lungs,pneumatic cavities,0.0,2,1
57311ee005b4da19006bcdbb,rag_bm25,enduring person or thing,pneumatic cavities,0.0,2,4
57311ee005b4da19006bcdbb,rag_dense,Owenia,pneumatic cavities,0.0,2,1
57311ee005b4da19006bcdbb,rag_hybrid,sporophylls,pneumatic cavities,0.0,2,1
572a982b34ae481900deaba7,llm,Associated Press,Vietnam Veterans Against the War,0.0,5,2
572a982b34ae481900deaba7,rag_bm25,[3],Vietnam Veterans Against the War,0.0,5,1
572a982b34ae481900deaba7,rag_dense,partisans,Vietnam Veterans Against the War,0.0,5,1
572a982b34ae481900deaba7,rag_hybrid,[3],Vietnam Veterans Against the War,0.0,5,1
572abd0734ae481900deaca5,llm,Hayek,Raymond Plant,0.0,2,1
572abd0734ae481900deaca5,rag_bm25,"British.""",Raymond Plant,0.0,2,1
572abd0734ae481900deaca5,rag_dense,Hayek to the Supreme Court,Raymond Plant,0.0,2,5
572abd0734ae481900deaca5,rag_hybrid,Arnold Schwarzenegger was retiring,Raymond Plant,0.0,2,4
56dfba5f231d4119001abd2d,llm,a quarter,half,0.0,1,2
56dfba5f231d4119001abd2d,rag_bm25,"London.""",half,0.0,1,1
56dfba5f231d4119001abd2d,rag_dense,Nanjing,half,0.0,1,1
56dfba5f231d4119001abd2d,rag_hybrid,"Salter's Hall controversy, occurred; with the majority siding with nontrinitarian views.""",half,0.0,1,11
5709ef704103511400d594aa,llm,a yearly estimate,average price of consumer goods and services in the United States,0.0,11,3
5709ef704103511400d594aa,rag_bm25,[3],average price of consumer goods and services in the United States,0.0,11,1
5709ef704103511400d594aa,rag_dense,I don't know,average price of consumer goods and services in the United States,0.0,11,3
5709ef704103511400d594aa,rag_hybrid,Nigeria,average price of consumer goods and services in the United States,0.0,11,1
5731df48e99e3014001e637a,llm,a writer,historian,0.0,1,2
5731df48e99e3014001e637a,rag_bm25,I don't know,historian,0.0,1,3
5731df48e99e3014001e637a,rag_dense,historian,historian,1.0,1,1
5731df48e99e3014001e637a,rag_hybrid,[4],historian,0.0,1,1
572eb7eddfa6aa1500f8d30a,llm,No,"Between the 18th and early 19th centuries, there were many European immigrants who went to Venezuela",0.0,16,1
572eb7eddfa6aa1500f8d30a,rag_bm25,[2],"Between the 18th and early 19th centuries, there were many European immigrants who went to Venezuela",0.0,16,1
572eb7eddfa6aa1500f8d30a,rag_dense,[2],"Between the 18th and early 19th centuries, there were many European immigrants who went to Venezuela",0.0,16,1
572eb7eddfa6aa1500f8d30a,rag_hybrid,[2],"Between the 18th and early 19th centuries, there were many European immigrants who went to Venezuela",0.0,16,1
570af9ad6b8089140040f65b,llm,New York City,1964 New York World's Fair,0.0,5,3
570af9ad6b8089140040f65b,rag_bm25,neurons,1964 New York World's Fair,0.0,5,1
570af9ad6b8089140040f65b,rag_dense,"Astra 2D was a better-quality, more efficient, and more efficient clones",1964 New York World's Fair,0.0,5,11
570af9ad6b8089140040f65b,rag_hybrid,SHARP 19SC111 television was a television which included a built-in Famicom.,1964 New York World's Fair,0.0,5,11
5727594add62a815002e9b86,llm,Great Lent,Maslenitsa,0.0,1,2
5727594add62a815002e9b86,rag_bm25,I don't know,Maslenitsa,0.0,1,3
5727594add62a815002e9b86,rag_dense,I am a novice,Maslenitsa,0.0,1,4
5727594add62a815002e9b86,rag_hybrid,Carnival,Maslenitsa,0.0,1,1
56d1070517492d1400aab779,llm,New York City,the Five Points,0.0,3,3
56d1070517492d1400aab779,rag_bm25,[3],the Five Points,0.0,3,1
56d1070517492d1400aab779,rag_dense,"a boom period during 1900–29, with a population growth by a boom period during 1900–29, with a population growth by a boom period during 1900–29",the Five Points,0.0,3,25
56d1070517492d1400aab779,rag_hybrid,"New York, California, Texas",the Five Points,0.0,3,4
57289f843acd2414000dfb88,llm,a normal LD player,distorted,0.0,1,4
57289f843acd2414000dfb88,rag_bm25,NBC was a monopoly on the NBC network.,distorted,0.0,1,8
57289f843acd2414000dfb88,rag_dense,I don't know,distorted,0.0,1,3
57289f843acd2414000dfb88,rag_hybrid,[3],distorted,0.0,1,1
56e1a41ee3433e1400423070,llm,Hydrogen is used in power stations.,as a coolant in generators,0.0,5,6
56e1a41ee3433e1400423070,rag_bm25,[3],as a coolant in generators,0.0,5,1
56e1a41ee3433e1400423070,rag_dense,[4],as a coolant in generators,0.0,5,1
56e1a41ee3433e1400423070,rag_hybrid,[4],as a coolant in generators,0.0,5,1
572787c4f1498d1400e8fb0f,llm,Monday,Saturday,0.0,1,1
572787c4f1498d1400e8fb0f,rag_bm25,The Swiss government announced that it plans to end its use of nuclear energy in the next 2 or 3 decades,Saturday,0.0,1,21
572787c4f1498d1400e8fb0f,rag_dense,[3],Saturday,0.0,1,1
572787c4f1498d1400e8fb0f,rag_hybrid,[4],Saturday,0.0,1,1
5728a6bc4b864d1900164b7f,llm,0,19,0.0,1,1
5728a6bc4b864d1900164b7f,rag_bm25,BYU,19,0.0,1,1
5728a6bc4b864d1900164b7f,rag_dense,[2],19,0.0,1,1
5728a6bc4b864d1900164b7f,rag_hybrid,BYU,19,0.0,1,1
5727a9fa4b864d19001639e4,llm,Cubism,'crystal' Cubism,0.0,2,1
5727a9fa4b864d19001639e4,rag_bm25,I don't know,'crystal' Cubism,0.0,2,3
5727a9fa4b864d19001639e4,rag_dense,"Henry Chandler Cowles, Arthur Tansley and Frederic Clements",'crystal' Cubism,0.0,2,8
5727a9fa4b864d19001639e4,rag_hybrid,"Some political commentaries, including Walter Bagehot's Physics and Politics (1872), attempted to extend the idea of natural selection to competition between nations and between human races.",'crystal' Cubism,0.0,2,26
572e5cc5c246551400ce421b,llm,music,art and politics,0.0,3,1
572e5cc5c246551400ce421b,rag_bm25,I don't know,art and politics,0.0,3,3
572e5cc5c246551400ce421b,rag_dense,I don't know,art and politics,0.0,3,3
572e5cc5c246551400ce421b,rag_hybrid,I don't know,art and politics,0.0,3,3
5733a6424776f41900660f4e,llm,1897,1920,0.0,1,1
5733a6424776f41900660f4e,rag_bm25,[3],1920,0.0,1,1
5733a6424776f41900660f4e,rag_dense,I don't know,1920,0.0,1,3
5733a6424776f41900660f4e,rag_hybrid,[3],1920,0.0,1,1
570e39580b85d914000d7d9f,llm,Nuclear fusion,Chicago Pile-1,0.0,2,2
570e39580b85d914000d7d9f,rag_bm25,The first reactor would reportedly be taken offline in 2019 and the last one in 2034,Chicago Pile-1,0.0,2,16
570e39580b85d914000d7d9f,rag_dense,I don't know.,Chicago Pile-1,0.0,2,3
570e39580b85d914000d7d9f,rag_hybrid,ii.,Chicago Pile-1,0.0,2,1
57062dd675f01819005e7a34,llm,Sony,Nullsoft,0.0,1,1
57062dd675f01819005e7a34,rag_bm25,[4],Nullsoft,0.0,1,1
57062dd675f01819005e7a34,rag_dense,WYNY,Nullsoft,0.0,1,1
57062dd675f01819005e7a34,rag_hybrid,NBC Orthacoustic curve,Nullsoft,0.0,1,3
56d12dc117492d1400aabb76,llm,doubling the percentage of notebook sales,42%,0.0,1,6
56d12dc117492d1400aabb76,rag_bm25,Atlantic City,42%,0.0,1,2
56d12dc117492d1400aabb76,rag_dense,"iPods with color displays then adopted some Mac OS X themes like Aqua progress bars, and brushed metal meant to evoke a combination lock",42%,0.0,1,24
56d12dc117492d1400aabb76,rag_hybrid,[4],42%,0.0,1,1
5729d6d76aef0514001550b2,llm,hardware,encryption hardware,0.0,2,1
5729d6d76aef0514001550b2,rag_bm25,Buddhism,encryption hardware,0.0,2,1
5729d6d76aef0514001550b2,rag_dense,Apple Mini was a re-direction of $1 billion per year across its businesses to increase energy efficiency.,encryption hardware,0.0,2,17
5729d6d76aef0514001550b2,rag_hybrid,"A for diode, and C for materials like GaAs",encryption hardware,0.0,2,9
56e11661e3433e1400422bb8,llm,a symphony,its own legal system,0.0,4,2
56e11661e3433e1400422bb8,rag_bm25,"""",its own legal system,0.0,4,1
56e11661e3433e1400422bb8,rag_dense,[3] established church,its own legal system,0.0,4,3
56e11661e3433e1400422bb8,rag_hybrid,The Presbytery of Ulster was formed in 1642 separately from the established Anglican Church.,its own legal system,0.0,4,14
5733e78f4776f41900661493,llm,a slum,The Pamiri people,0.0,3,2
5733e78f4776f41900661493,rag_bm25,Rockabilly inspired,The Pamiri people,0.0,3,2
5733e78f4776f41900661493,rag_dense,I don't know,The Pamiri people,0.0,3,3
5733e78f4776f41900661493,rag_hybrid,[3],The Pamiri people,0.0,3,1
572ac956be1ee31400cb824f,llm,New York City,at an Earth Day rally,0.0,5,3
572ac956be1ee31400cb824f,rag_bm25,North American colonies were renamed Baptists,at an Earth Day rally,0.0,5,6
572ac956be1ee31400cb824f,rag_dense,[3],at an Earth Day rally,0.0,5,1
572ac956be1ee31400cb824f,rag_hybrid,Hansen was a spokesman.,at an Earth Day rally,0.0,5,4
56fb30738f12f31900630309,llm,"September 11, 1791",337,0.0,1,3
56fb30738f12f31900630309,rag_bm25,Constantine the Great,337,0.0,1,3
56fb30738f12f31900630309,rag_dense,[2],337,0.0,1,1
56fb30738f12f31900630309,rag_hybrid,[2],337,0.0,1,1
56e0f975231d4119001ac517,llm,I don't know.,Voskhod 1,0.0,2,3
56e0f975231d4119001ac517,rag_bm25,"iPod on, the Prussians successfully defeated the Austrians and succeeded in creating the North German Confederation.",Voskhod 1,0.0,2,16
56e0f975231d4119001ac517,rag_dense,[3],Voskhod 1,0.0,2,1
56e0f975231d4119001ac517,rag_hybrid,[3],Voskhod 1,0.0,2,1
572ef3eac246551400ce47e0,llm,safety feature,various ropes for redundancy,0.0,4,2
572ef3eac246551400ce47e0,rag_bm25,[3],various ropes for redundancy,0.0,4,1
572ef3eac246551400ce47e0,rag_dense,[3],various ropes for redundancy,0.0,4,1
572ef3eac246551400ce47e0,rag_hybrid,[3],various ropes for redundancy,0.0,4,1
570c26b0ec8fbc190045bca9,llm,FBI,FBI is primarily a domestic agency,0.0,6,1
570c26b0ec8fbc190045bca9,rag_bm25,Frossard was able to get the attention of the French.,FBI is primarily a domestic agency,0.0,6,10
570c26b0ec8fbc190045bca9,rag_dense,domestic,FBI is primarily a domestic agency,0.0,6,1
570c26b0ec8fbc190045bca9,rag_hybrid,Congressional,FBI is primarily a domestic agency,0.0,6,1
570e4ed60dc6ce1900204f46,llm,two,16,0.0,1,1
570e4ed60dc6ce1900204f46,rag_bm25,Seattle as a hub for aerospace manufacturing,16,0.0,1,7
570e4ed60dc6ce1900204f46,rag_dense,Plymouth,16,0.0,1,1
570e4ed60dc6ce1900204f46,rag_hybrid,The Bronx has experienced an economic and developmental resurgence starting in the late 1980s that continues into today.,16,0.0,1,18
57324d56b9d445190005e9fd,llm,General of the Army,Field Marshal,0.0,2,4
57324d56b9d445190005e9fd,rag_bm25,[3],Field Marshal,0.0,2,1
57324d56b9d445190005e9fd,rag_dense,[3],Field Marshal,0.0,2,1
57324d56b9d445190005e9fd,rag_hybrid,"Allied command"" is applied to a burgeoning number of institutions.",Field Marshal,0.0,2,10
572f47a7a23a5019007fc4f7,llm,During the Second World War,early 20th century,0.0,3,5
572f47a7a23a5019007fc4f7,rag_bm25,he was influenced by other concepts about social progress and evolution,early 20th century,0.0,3,11
572f47a7a23a5019007fc4f7,rag_dense,physics,early 20th century,0.0,3,1
572f47a7a23a5019007fc4f7,rag_hybrid,"biology, the aether theory was a collection of results which predate modern quantum mechanics, but were never complete or self-consistent.",early 20th century,0.0,3,20
5726876a5951b619008f75e3,llm,1898,1866,0.0,1,1
5726876a5951b619008f75e3,rag_bm25,German 2nd Army did not attack all at once,1866,0.0,1,9
5726876a5951b619008f75e3,rag_dense,Germans,1866,0.0,1,1
5726876a5951b619008f75e3,rag_hybrid,"The Roman Catholic Church and local rulers led German expansion and settlement in areas inhabited by Slavs and Balts, known as Ostsiedlung.",1866,0.0,1,22
5726fc78f1498d1400e8f1bd,llm,I don't know.,Madonna,0.0,1,3
5726fc78f1498d1400e8f1bd,rag_bm25,[2],Madonna,0.0,1,1
5726fc78f1498d1400e8f1bd,rag_dense,[3],Madonna,0.0,1,1
5726fc78f1498d1400e8f1bd,rag_hybrid,[2],Madonna,0.0,1,1
56d4e5922ccc5a1400d83303,llm,The New York Times,People,0.0,1,4
56d4e5922ccc5a1400d83303,rag_bm25,[3],People,0.0,1,1
56d4e5922ccc5a1400d83303,rag_dense,[3],People,0.0,1,1
56d4e5922ccc5a1400d83303,rag_hybrid,[3],People,0.0,1,1
5727873bf1498d1400e8faf3,llm,No.,generally lack chlorophyll,0.0,3,1
5727873bf1498d1400e8faf3,rag_bm25,Lake Michigan,generally lack chlorophyll,0.0,3,2
5727873bf1498d1400e8faf3,rag_dense,I don't know,generally lack chlorophyll,0.0,3,3
5727873bf1498d1400e8faf3,rag_hybrid,[3],generally lack chlorophyll,0.0,3,1
5727740ff1498d1400e8f88d,llm,God,John Ray,0.0,2,1
5727740ff1498d1400e8f88d,rag_bm25,Luminiferous aether,John Ray,0.0,2,2
5727740ff1498d1400e8f88d,rag_dense,I don't know,John Ray,0.0,2,3
5727740ff1498d1400e8f88d,rag_hybrid,Luminiferous aether,John Ray,0.0,2,2
56be9add3aeaaa14008c9152,llm,2002,2011,0.0,1,1
56be9add3aeaaa14008c9152,rag_bm25,[2],2011,0.0,1,1
56be9add3aeaaa14008c9152,rag_dense,Beyoncé,2011,0.0,1,1
56be9add3aeaaa14008c9152,rag_hybrid,[2],2011,0.0,1,1
57337a234776f41900660b77,llm,St. Barts,shallow waters,0.0,2,2
57337a234776f41900660b77,rag_bm25,Cork,shallow waters,0.0,2,1
57337a234776f41900660b77,rag_dense,Saaremaa,shallow waters,0.0,2,1
57337a234776f41900660b77,rag_hybrid,[3],shallow waters,0.0,2,1
57350e4dacc1501500bac3d5,llm,a reversal of the reversal,mortality,0.0,1,5
57350e4dacc1501500bac3d5,rag_bm25,[1],mortality,0.0,1,1
57350e4dacc1501500bac3d5,rag_dense,[4],mortality,0.0,1,1
57350e4dacc1501500bac3d5,rag_hybrid,[3],mortality,0.0,1,1
56cf609aaab44d1400b89188,llm,1895,1817,0.0,1,1
56cf609aaab44d1400b89188,rag_bm25,"I am sending you my Preludes [(Op. 28)]. I finished them on your little piano, which arrived in the best possible condition in spite of the sea, the bad weather and the Palma customs.""",1817,0.0,1,34
56cf609aaab44d1400b89188,rag_dense,"Chopin complained about his bad health and the incompetence of the doctors in Majorca: ""The first said I was dead; the second said I was dying; and the third said I was about to die."" He also had problems having his Pleyel piano sent to him. It finally arrived from Paris in December. Chopin wrote to Pleyel in January 1839: ""I am sending you my Preludes [(Op. 28)]. I finished them on your little piano, which arrived in the best possible condition in spite of the sea, the bad weather and the Palma customs.""",1817,0.0,1,94
56cf609aaab44d1400b89188,rag_hybrid,Sand's son Maurice,1817,0.0,1,3
56e6d8f9de9d37140006807e,llm,rock,indie rock,0.0,2,1
56e6d8f9de9d37140006807e,rag_bm25,"Madonna and Janet Jackson set new standards for showmanship, with concerts that included not only elaborate costumes and precision-timed pyrotechnics but also highly athletic dancing",indie rock,0.0,2,25
56e6d8f9de9d37140006807e,rag_dense,mainstreaming of bands like Wilco and Feist,indie rock,0.0,2,7
56e6d8f9de9d37140006807e,rag_hybrid,mainstreaming of bands like Wilco and Feist,indie rock,0.0,2,7
5725c68938643c19005accaf,llm,Dutch,Nederduits,0.0,1,1
5725c68938643c19005accaf,rag_bm25,English,Nederduits,0.0,1,1
5725c68938643c19005accaf,rag_dense,"Germans were assimilated into German culture and eventually there were many intermarriages of Slavic and German families, including amongst the Prussia's aristocracy known as the Junkers",Nederduits,0.0,1,26
5725c68938643c19005accaf,rag_hybrid,a single official language,Nederduits,0.0,1,4
56e6c83cde9d37140006803c,llm,John C. Kennedy,Walter Sabo,0.0,2,3
56e6c83cde9d37140006803c,rag_bm25,I don't know,Walter Sabo,0.0,2,3
56e6c83cde9d37140006803c,rag_dense,[2],Walter Sabo,0.0,2,1
56e6c83cde9d37140006803c,rag_hybrid,[3],Walter Sabo,0.0,2,1
57281af83acd2414000df4a0,llm,John Adams,John Grigg,0.0,2,2
57281af83acd2414000df4a0,rag_bm25,"The Lacey Act of 1900 was the first federal law that regulated commercial animal markets. It prohibited interstate commerce of animals killed in violation of state game laws, and covered all fish and wildlife and their parts or products, as well as plants",John Grigg,0.0,2,43
57281af83acd2414000df4a0,rag_dense,I don't know.,John Grigg,0.0,2,3
57281af83acd2414000df4a0,rag_hybrid,John Grigg,John Grigg,1.0,2,2
5727507f5951b619008f8826,llm,Using a microscope,introducing the Nif gene,0.0,4,3
5727507f5951b619008f8826,rag_bm25,I don't know,introducing the Nif gene,0.0,4,3
5727507f5951b619008f8826,rag_dense,[4],introducing the Nif gene,0.0,4,1
5727507f5951b619008f8826,rag_hybrid,I don't know,introducing the Nif gene,0.0,4,3
572851ba4b864d190016493c,llm,a sandbox,adhesive,0.0,1,2
572851ba4b864d190016493c,rag_bm25,[3],adhesive,0.0,1,1
572851ba4b864d190016493c,rag_dense,[2],adhesive,0.0,1,1
572851ba4b864d190016493c,rag_hybrid,[2],adhesive,0.0,1,1
5726b3445951b619008f7afd,llm,I don't know.,"Chastain, Chavis Heights, Raleigh Country Club,",0.0,6,3
5726b3445951b619008f7afd,rag_bm25,"Thailand, and Indonesia","Chastain, Chavis Heights, Raleigh Country Club,",0.0,6,3
5726b3445951b619008f7afd,rag_dense,Africans,"Chastain, Chavis Heights, Raleigh Country Club,",0.0,6,1
5726b3445951b619008f7afd,rag_hybrid,[3],"Chastain, Chavis Heights, Raleigh Country Club,",0.0,6,1
56cc66326d243a140015ef9b,llm,United States,France,0.0,1,2
56cc66326d243a140015ef9b,rag_bm25,[3],France,0.0,1,1
56cc66326d243a140015ef9b,rag_dense,Apple,France,0.0,1,1
56cc66326d243a140015ef9b,rag_hybrid,Apple,France,0.0,1,1
56d120b717492d1400aaba07,llm,I don't know.,by following the Buddhist path,0.0,5,3
56d120b717492d1400aaba07,rag_bm25,from the Soviets,by following the Buddhist path,0.0,5,3
56d120b717492d1400aaba07,rag_dense,[3],by following the Buddhist path,0.0,5,1
56d120b717492d1400aaba07,rag_hybrid,agent-cause,by following the Buddhist path,0.0,5,1
5728456d3acd2414000df830,llm,a sailor,the Swedish town of Sigtuna,0.0,5,2
5728456d3acd2414000df830,rag_bm25,"The British government was close to bankruptcy, and Britain now faced the delicate task of pacifying its new French-Canadian subjects as well as the many American Indian tribes who had supported France",the Swedish town of Sigtuna,0.0,5,32
5728456d3acd2414000df830,rag_dense,[4],the Swedish town of Sigtuna,0.0,5,1
5728456d3acd2414000df830,rag_hybrid,[4],the Swedish town of Sigtuna,0.0,5,1
5728d7e22ca10214002da93e,llm,London Gardens,Kew Gardens,0.0,2,2
5728d7e22ca10214002da93e,rag_bm25,[3],Kew Gardens,0.0,2,1
5728d7e22ca10214002da93e,rag_dense,[3],Kew Gardens,0.0,2,1
5728d7e22ca10214002da93e,rag_hybrid,[3],Kew Gardens,0.0,2,1
56e783a900c9c71400d77206,llm,To ensure that the company's employees are not subject to a statutory duty.,coordinate declassification practices,0.0,3,13
56e783a900c9c71400d77206,rag_bm25,"IBM, the company reported a 5% drop in sales and 1% decline in net profit over 2012.",coordinate declassification practices,0.0,3,17
56e783a900c9c71400d77206,rag_dense,coordinate declassification practices across agencies,coordinate declassification practices,0.0,3,5
56e783a900c9c71400d77206,rag_hybrid,I don't know,coordinate declassification practices,0.0,3,3
56f6f7043d8e2e1400e372f4,llm,"May 1, 1932",during the high medieval era,0.0,5,3
56f6f7043d8e2e1400e372f4,rag_bm25,German soldiers were spotted in Forbach.,during the high medieval era,0.0,5,6
56f6f7043d8e2e1400e372f4,rag_dense,Post-punk,during the high medieval era,0.0,5,1
56f6f7043d8e2e1400e372f4,rag_hybrid,NBC Orthacoustic curve,during the high medieval era,0.0,5,3
56de83cecffd8e1900b4b9c0,llm,astra 2D,Western Europe,0.0,2,2
56de83cecffd8e1900b4b9c0,rag_bm25,[3],Western Europe,0.0,2,1
56de83cecffd8e1900b4b9c0,rag_dense,[3],Western Europe,0.0,2,1
56de83cecffd8e1900b4b9c0,rag_hybrid,[3],Western Europe,0.0,2,1
5729a094af94a219006aa588,llm,a hundred feet,"3,007 feet",0.0,2,3
5729a094af94a219006aa588,rag_bm25,nutrients,"3,007 feet",0.0,2,1
5729a094af94a219006aa588,rag_dense,Allegheny Mountains,"3,007 feet",0.0,2,2
5729a094af94a219006aa588,rag_hybrid,pronounced dry and wet seasons,"3,007 feet",0.0,2,5
56cf586faab44d1400b890a6,llm,ten,25,0.0,1,1
56cf586faab44d1400b890a6,rag_bm25,Germany,25,0.0,1,1
